(10, 11) (12, 13) (15, 16) (11, 13)
(10, 11) (11, 13) (19, 39) (47, 41)
(10, 11) (11, 13) (19, 39) (37, 33)
(10, 11) (11, 13) (19, 39) (42, 36)
(10, 11) (11, 13) (19, 39) (38, 32)
(10, 11) (11, 13) (19, 39) (44, 33)
(10, 11) (11, 13) (19, 39) (45, 33)
(10, 11) (11, 13) (19, 39) (38, 29)
(10, 11) (11, 13) (19, 39) (37, 28)
(10, 11) (11, 13) (19, 39) (50, 29)
(10, 11) (11, 13) (19, 39) (34, 26)
(10, 11) (11, 13) (19, 39) (34, 25)
(10, 11) (11, 13) (19, 39) (35, 25)
(10, 11) (11, 13) (19, 39) (48, 22)
(10, 11) (11, 13) (19, 39) (31, 24)
(10, 11) (11, 13) (19, 39) (44, 20)
(10, 11) (11, 13) (19, 39) (42, 20)
(10, 11) (11, 13) (19, 39) (36, 19)
(10, 11) (11, 13) (19, 39) (45, 13)
(10, 11) (11, 13) (19, 39) (34, 19)
(10, 11) (11, 13) (19, 39) (50, 8)
(10, 11) (11, 13) (19, 39) (47, 6)
(10, 11) (11, 13) (19, 39) (33, 18)
(10, 11) (11, 13) (19, 39) (43, 6)
(10, 11) (11, 13) (19, 39) (37, 12)
(10, 11) (11, 13) (19, 39) (38, 9)
(10, 11) (11, 13) (19, 39) (42, 4)
(10, 11) (11, 13) (19, 39) (33, 15)
(10, 11) (11, 13) (19, 39) (34, 11)
(10, 11) (11, 13) (19, 39) (33, 12)
(10, 11) (11, 13) (19, 39) (35, 3)
(10, 11) (11, 13) (19, 39) (33, 3)
(10, 11) (11, 13) (19, 39) (30, 7)
(10, 11) (11, 13) (19, 39) (29, 2)
(10, 11) (11, 13) (19, 39) (27, 3)
(10, 11) (11, 13) (19, 39) (27, 2)
(10, 11) (11, 13) (19, 39) (25, 6)
(10, 11) (11, 13) (19, 39) (25, 6)
(10, 11) (11, 13) (19, 39) (23, 12)
(10, 11) (11, 13) (19, 39) (24, 20)
(10, 11) (11, 13) (19, 39) (21, 10)
(10, 11) (11, 13) (19, 39) (19, 4)
(10, 11) (11, 13) (19, 39) (24, 22)
(10, 11) (11, 13) (19, 39) (13, 7)
(10, 11) (11, 13) (19, 39) (19, 16)
(10, 11) (11, 13) (19, 39) (15, 12)
(10, 11) (11, 13) (19, 39) (8, 3)
(10, 11) (11, 13) (19, 39) (5, 0)
(10, 11) (11, 13) (19, 39) (4, 2)
(10, 11) (11, 13) (19, 39) (10, 9)
(10, 11) (11, 13) (17, 45) (21, 40)
(10, 11) (11, 13) (17, 45) (22, 42)
(10, 11) (11, 13) (17, 45) (26, 44)
(10, 11) (11, 13) (17, 45) (26, 36)
(10, 11) (11, 13) (17, 45) (28, 44)
(10, 11) (11, 13) (17, 45) (29, 49)
(10, 11) (11, 13) (17, 45) (29, 48)
(10, 11) (11, 13) (17, 45) (27, 35)
(10, 11) (11, 13) (17, 45) (31, 41)
(10, 11) (11, 13) (17, 45) (35, 45)
(10, 11) (11, 13) (17, 45) (35, 38)
(10, 11) (11, 13) (17, 45) (36, 37)
(10, 11) (11, 13) (17, 45) (38, 36)
(10, 11) (11, 13) (17, 45) (50, 46)
(10, 11) (11, 13) (17, 45) (50, 46)
(10, 11) (11, 13) (17, 45) (47, 41)
(10, 11) (11, 13) (17, 45) (37, 33)
(10, 11) (11, 13) (17, 45) (42, 36)
(10, 11) (11, 13) (17, 45) (38, 32)
(10, 11) (11, 13) (17, 45) (44, 33)
(10, 11) (11, 13) (17, 45) (45, 33)
(10, 11) (11, 13) (17, 45) (38, 29)
(10, 11) (11, 13) (17, 45) (37, 28)
(10, 11) (11, 13) (17, 45) (50, 29)
(10, 11) (11, 13) (17, 45) (34, 26)
(10, 11) (11, 13) (17, 45) (34, 25)
(10, 11) (11, 13) (17, 45) (35, 25)
(10, 11) (11, 13) (17, 45) (48, 22)
(10, 11) (11, 13) (17, 45) (31, 24)
(10, 11) (11, 13) (17, 45) (44, 20)
(10, 11) (11, 13) (17, 45) (42, 20)
(10, 11) (11, 13) (17, 45) (36, 19)
(10, 11) (11, 13) (17, 45) (45, 13)
(10, 11) (11, 13) (17, 45) (34, 19)
(10, 11) (11, 13) (17, 45) (50, 8)
(10, 11) (11, 13) (17, 45) (47, 6)
(10, 11) (11, 13) (17, 45) (33, 18)
(10, 11) (11, 13) (17, 45) (43, 6)
(10, 11) (11, 13) (17, 45) (37, 12)
(10, 11) (11, 13) (17, 45) (38, 9)
(10, 11) (11, 13) (17, 45) (42, 4)
(10, 11) (11, 13) (17, 45) (33, 15)
(10, 11) (11, 13) (17, 45) (34, 11)
(10, 11) (11, 13) (17, 45) (33, 12)
(10, 11) (11, 13) (17, 45) (35, 3)
(10, 11) (11, 13) (17, 45) (33, 3)
(10, 11) (11, 13) (17, 45) (30, 7)
(10, 11) (11, 13) (17, 45) (29, 2)
(10, 11) (11, 13) (17, 45) (27, 3)
(10, 11) (11, 13) (17, 45) (27, 2)
(10, 11) (11, 13) (17, 45) (25, 6)
(10, 11) (11, 13) (17, 45) (25, 6)
(10, 11) (11, 13) (17, 45) (23, 12)
(10, 11) (11, 13) (17, 45) (24, 20)
(10, 11) (11, 13) (17, 45) (21, 10)
(10, 11) (11, 13) (17, 45) (19, 4)
(10, 11) (11, 13) (17, 45) (24, 22)
(10, 11) (11, 13) (17, 45) (13, 7)
(10, 11) (11, 13) (17, 45) (19, 16)
(10, 11) (11, 13) (17, 45) (15, 12)
(10, 11) (11, 13) (17, 45) (8, 3)
(10, 11) (11, 13) (17, 45) (5, 0)
(10, 11) (11, 13) (17, 45) (4, 2)
(10, 11) (11, 13) (17, 45) (10, 9)
(10, 11) (11, 13) (20, 43) (22, 42)
(10, 11) (11, 13) (20, 43) (26, 44)
(10, 11) (11, 13) (20, 43) (26, 36)
(10, 11) (11, 13) (20, 43) (28, 44)
(10, 11) (11, 13) (20, 43) (29, 49)
(10, 11) (11, 13) (20, 43) (29, 48)
(10, 11) (11, 13) (20, 43) (27, 35)
(10, 11) (11, 13) (20, 43) (31, 41)
(10, 11) (11, 13) (20, 43) (35, 45)
(10, 11) (11, 13) (20, 43) (35, 38)
(10, 11) (11, 13) (20, 43) (36, 37)
(10, 11) (11, 13) (20, 43) (38, 36)
(10, 11) (11, 13) (20, 43) (50, 46)
(10, 11) (11, 13) (20, 43) (50, 46)
(10, 11) (11, 13) (20, 43) (47, 41)
(10, 11) (11, 13) (20, 43) (37, 33)
(10, 11) (11, 13) (20, 43) (42, 36)
(10, 11) (11, 13) (20, 43) (38, 32)
(10, 11) (11, 13) (20, 43) (44, 33)
(10, 11) (11, 13) (20, 43) (45, 33)
(10, 11) (11, 13) (20, 43) (38, 29)
(10, 11) (11, 13) (20, 43) (37, 28)
(10, 11) (11, 13) (20, 43) (50, 29)
(10, 11) (11, 13) (20, 43) (34, 26)
(10, 11) (11, 13) (20, 43) (34, 25)
(10, 11) (11, 13) (20, 43) (35, 25)
(10, 11) (11, 13) (20, 43) (48, 22)
(10, 11) (11, 13) (20, 43) (31, 24)
(10, 11) (11, 13) (20, 43) (44, 20)
(10, 11) (11, 13) (20, 43) (42, 20)
(10, 11) (11, 13) (20, 43) (36, 19)
(10, 11) (11, 13) (20, 43) (45, 13)
(10, 11) (11, 13) (20, 43) (34, 19)
(10, 11) (11, 13) (20, 43) (50, 8)
(10, 11) (11, 13) (20, 43) (47, 6)
(10, 11) (11, 13) (20, 43) (33, 18)
(10, 11) (11, 13) (20, 43) (43, 6)
(10, 11) (11, 13) (20, 43) (37, 12)
(10, 11) (11, 13) (20, 43) (38, 9)
(10, 11) (11, 13) (20, 43) (42, 4)
(10, 11) (11, 13) (20, 43) (33, 15)
(10, 11) (11, 13) (20, 43) (34, 11)
(10, 11) (11, 13) (20, 43) (33, 12)
(10, 11) (11, 13) (20, 43) (35, 3)
(10, 11) (11, 13) (20, 43) (33, 3)
(10, 11) (11, 13) (20, 43) (30, 7)
(10, 11) (11, 13) (20, 43) (29, 2)
(10, 11) (11, 13) (20, 43) (27, 3)
(10, 11) (11, 13) (20, 43) (27, 2)
(10, 11) (11, 13) (20, 43) (25, 6)
(10, 11) (11, 13) (20, 43) (25, 6)
(10, 11) (11, 13) (20, 43) (23, 12)
(10, 11) (11, 13) (20, 43) (24, 20)
(10, 11) (11, 13) (20, 43) (21, 10)
(10, 11) (11, 13) (20, 43) (19, 4)
(10, 11) (11, 13) (20, 43) (24, 22)
(10, 11) (11, 13) (20, 43) (13, 7)
(10, 11) (11, 13) (20, 43) (19, 16)
(10, 11) (11, 13) (20, 43) (15, 12)
(10, 11) (11, 13) (20, 43) (8, 3)
(10, 11) (11, 13) (20, 43) (5, 0)
(10, 11) (11, 13) (20, 43) (4, 2)
(10, 11) (11, 13) (20, 43) (10, 9)
(10, 11) (11, 13) (19, 47) (26, 44)
(10, 11) (11, 13) (19, 47) (26, 36)
(10, 11) (11, 13) (19, 47) (28, 44)
(10, 11) (11, 13) (19, 47) (29, 49)
(10, 11) (11, 13) (19, 47) (29, 48)
(10, 11) (11, 13) (19, 47) (27, 35)
(10, 11) (11, 13) (19, 47) (31, 41)
(10, 11) (11, 13) (19, 47) (35, 45)
(10, 11) (11, 13) (19, 47) (35, 38)
(10, 11) (11, 13) (19, 47) (36, 37)
(10, 11) (11, 13) (19, 47) (38, 36)
(10, 11) (11, 13) (19, 47) (50, 46)
(10, 11) (11, 13) (19, 47) (50, 46)
(10, 11) (11, 13) (19, 47) (47, 41)
(10, 11) (11, 13) (19, 47) (37, 33)
(10, 11) (11, 13) (19, 47) (42, 36)
(10, 11) (11, 13) (19, 47) (38, 32)
(10, 11) (11, 13) (19, 47) (44, 33)
(10, 11) (11, 13) (19, 47) (45, 33)
(10, 11) (11, 13) (19, 47) (38, 29)
(10, 11) (11, 13) (19, 47) (37, 28)
(10, 11) (11, 13) (19, 47) (50, 29)
(10, 11) (11, 13) (19, 47) (34, 26)
(10, 11) (11, 13) (19, 47) (34, 25)
(10, 11) (11, 13) (19, 47) (35, 25)
(10, 11) (11, 13) (19, 47) (48, 22)
(10, 11) (11, 13) (19, 47) (31, 24)
(10, 11) (11, 13) (19, 47) (44, 20)
(10, 11) (11, 13) (19, 47) (42, 20)
(10, 11) (11, 13) (19, 47) (36, 19)
(10, 11) (11, 13) (19, 47) (45, 13)
(10, 11) (11, 13) (19, 47) (34, 19)
(10, 11) (11, 13) (19, 47) (50, 8)
(10, 11) (11, 13) (19, 47) (47, 6)
(10, 11) (11, 13) (19, 47) (33, 18)
(10, 11) (11, 13) (19, 47) (43, 6)
(10, 11) (11, 13) (19, 47) (37, 12)
(10, 11) (11, 13) (19, 47) (38, 9)
(10, 11) (11, 13) (19, 47) (42, 4)
(10, 11) (11, 13) (19, 47) (33, 15)
(10, 11) (11, 13) (19, 47) (34, 11)
(10, 11) (11, 13) (19, 47) (33, 12)
(10, 11) (11, 13) (19, 47) (35, 3)
(10, 11) (11, 13) (19, 47) (33, 3)
(10, 11) (11, 13) (19, 47) (30, 7)
(10, 11) (11, 13) (19, 47) (29, 2)
(10, 11) (11, 13) (19, 47) (27, 3)
(10, 11) (11, 13) (19, 47) (27, 2)
(10, 11) (11, 13) (19, 47) (25, 6)
(10, 11) (11, 13) (19, 47) (25, 6)
(10, 11) (11, 13) (19, 47) (23, 12)
(10, 11) (11, 13) (19, 47) (24, 20)
(10, 11) (11, 13) (19, 47) (21, 10)
(10, 11) (11, 13) (19, 47) (19, 4)
(10, 11) (11, 13) (19, 47) (24, 22)
(10, 11) (11, 13) (19, 47) (13, 7)
(10, 11) (11, 13) (19, 47) (19, 16)
(10, 11) (11, 13) (19, 47) (15, 12)
(10, 11) (11, 13) (19, 47) (8, 3)
(10, 11) (11, 13) (19, 47) (5, 0)
(10, 11) (11, 13) (19, 47) (4, 2)
(10, 11) (11, 13) (19, 47) (10, 9)
(10, 11) (11, 13) (21, 40) (26, 36)
(10, 11) (11, 13) (21, 40) (28, 44)
(10, 11) (11, 13) (21, 40) (29, 49)
(10, 11) (11, 13) (21, 40) (29, 48)
(10, 11) (11, 13) (21, 40) (27, 35)
(10, 11) (11, 13) (21, 40) (31, 41)
(10, 11) (11, 13) (21, 40) (35, 45)
(10, 11) (11, 13) (21, 40) (35, 38)
(10, 11) (11, 13) (21, 40) (36, 37)
(10, 11) (11, 13) (21, 40) (38, 36)
(10, 11) (11, 13) (21, 40) (50, 46)
(10, 11) (11, 13) (21, 40) (50, 46)
(10, 11) (11, 13) (21, 40) (47, 41)
(10, 11) (11, 13) (21, 40) (37, 33)
(10, 11) (11, 13) (21, 40) (42, 36)
(10, 11) (11, 13) (21, 40) (38, 32)
(10, 11) (11, 13) (21, 40) (44, 33)
(10, 11) (11, 13) (21, 40) (45, 33)
(10, 11) (11, 13) (21, 40) (38, 29)
(10, 11) (11, 13) (21, 40) (37, 28)
(10, 11) (11, 13) (21, 40) (50, 29)
(10, 11) (11, 13) (21, 40) (34, 26)
(10, 11) (11, 13) (21, 40) (34, 25)
(10, 11) (11, 13) (21, 40) (35, 25)
(10, 11) (11, 13) (21, 40) (48, 22)
(10, 11) (11, 13) (21, 40) (31, 24)
(10, 11) (11, 13) (21, 40) (44, 20)
(10, 11) (11, 13) (21, 40) (42, 20)
(10, 11) (11, 13) (21, 40) (36, 19)
(10, 11) (11, 13) (21, 40) (45, 13)
(10, 11) (11, 13) (21, 40) (34, 19)
(10, 11) (11, 13) (21, 40) (50, 8)
(10, 11) (11, 13) (21, 40) (47, 6)
(10, 11) (11, 13) (21, 40) (33, 18)
(10, 11) (11, 13) (21, 40) (43, 6)
(10, 11) (11, 13) (21, 40) (37, 12)
(10, 11) (11, 13) (21, 40) (38, 9)
(10, 11) (11, 13) (21, 40) (42, 4)
(10, 11) (11, 13) (21, 40) (33, 15)
(10, 11) (11, 13) (21, 40) (34, 11)
(10, 11) (11, 13) (21, 40) (33, 12)
(10, 11) (11, 13) (21, 40) (35, 3)
(10, 11) (11, 13) (21, 40) (33, 3)
(10, 11) (11, 13) (21, 40) (30, 7)
(10, 11) (11, 13) (21, 40) (29, 2)
(10, 11) (11, 13) (21, 40) (27, 3)
(10, 11) (11, 13) (21, 40) (27, 2)
(10, 11) (11, 13) (21, 40) (25, 6)
(10, 11) (11, 13) (21, 40) (25, 6)
(10, 11) (11, 13) (21, 40) (23, 12)
(10, 11) (11, 13) (21, 40) (24, 20)
(10, 11) (11, 13) (21, 40) (21, 10)
(10, 11) (11, 13) (21, 40) (19, 4)
(10, 11) (11, 13) (21, 40) (24, 22)
(10, 11) (11, 13) (21, 40) (13, 7)
(10, 11) (11, 13) (21, 40) (19, 16)
(10, 11) (11, 13) (21, 40) (15, 12)
(10, 11) (11, 13) (21, 40) (8, 3)
(10, 11) (11, 13) (21, 40) (5, 0)
(10, 11) (11, 13) (21, 40) (4, 2)
(10, 11) (11, 13) (21, 40) (10, 9)
(10, 11) (11, 13) (22, 42) (28, 44)
(10, 11) (11, 13) (22, 42) (29, 49)
(10, 11) (11, 13) (22, 42) (29, 48)
(10, 11) (11, 13) (22, 42) (27, 35)
(10, 11) (11, 13) (22, 42) (31, 41)
(10, 11) (11, 13) (22, 42) (35, 45)
(10, 11) (11, 13) (22, 42) (35, 38)
(10, 11) (11, 13) (22, 42) (36, 37)
(10, 11) (11, 13) (22, 42) (38, 36)
(10, 11) (11, 13) (22, 42) (50, 46)
(10, 11) (11, 13) (22, 42) (50, 46)
(10, 11) (11, 13) (22, 42) (47, 41)
(10, 11) (11, 13) (22, 42) (37, 33)
(10, 11) (11, 13) (22, 42) (42, 36)
(10, 11) (11, 13) (22, 42) (38, 32)
(10, 11) (11, 13) (22, 42) (44, 33)
(10, 11) (11, 13) (22, 42) (45, 33)
(10, 11) (11, 13) (22, 42) (38, 29)
(10, 11) (11, 13) (22, 42) (37, 28)
(10, 11) (11, 13) (22, 42) (50, 29)
(10, 11) (11, 13) (22, 42) (34, 26)
(10, 11) (11, 13) (22, 42) (34, 25)
(10, 11) (11, 13) (22, 42) (35, 25)
(10, 11) (11, 13) (22, 42) (48, 22)
(10, 11) (11, 13) (22, 42) (31, 24)
(10, 11) (11, 13) (22, 42) (44, 20)
(10, 11) (11, 13) (22, 42) (42, 20)
(10, 11) (11, 13) (22, 42) (36, 19)
(10, 11) (11, 13) (22, 42) (45, 13)
(10, 11) (11, 13) (22, 42) (34, 19)
(10, 11) (11, 13) (22, 42) (50, 8)
(10, 11) (11, 13) (22, 42) (47, 6)
(10, 11) (11, 13) (22, 42) (33, 18)
(10, 11) (11, 13) (22, 42) (43, 6)
(10, 11) (11, 13) (22, 42) (37, 12)
(10, 11) (11, 13) (22, 42) (38, 9)
(10, 11) (11, 13) (22, 42) (42, 4)
(10, 11) (11, 13) (22, 42) (33, 15)
(10, 11) (11, 13) (22, 42) (34, 11)
(10, 11) (11, 13) (22, 42) (33, 12)
(10, 11) (11, 13) (22, 42) (35, 3)
(10, 11) (11, 13) (22, 42) (33, 3)
(10, 11) (11, 13) (22, 42) (30, 7)
(10, 11) (11, 13) (22, 42) (29, 2)
(10, 11) (11, 13) (22, 42) (27, 3)
(10, 11) (11, 13) (22, 42) (27, 2)
(10, 11) (11, 13) (22, 42) (25, 6)
(10, 11) (11, 13) (22, 42) (25, 6)
(10, 11) (11, 13) (22, 42) (23, 12)
(10, 11) (11, 13) (22, 42) (24, 20)
(10, 11) (11, 13) (22, 42) (21, 10)
(10, 11) (11, 13) (22, 42) (19, 4)
(10, 11) (11, 13) (22, 42) (24, 22)
(10, 11) (11, 13) (22, 42) (13, 7)
(10, 11) (11, 13) (22, 42) (19, 16)
(10, 11) (11, 13) (22, 42) (15, 12)
(10, 11) (11, 13) (22, 42) (8, 3)
(10, 11) (11, 13) (22, 42) (5, 0)
(10, 11) (11, 13) (22, 42) (4, 2)
(10, 11) (11, 13) (22, 42) (10, 9)
(10, 11) (11, 13) (26, 44) (29, 49)
(10, 11) (11, 13) (26, 44) (29, 48)
(10, 11) (11, 13) (26, 44) (27, 35)
(10, 11) (11, 13) (26, 44) (31, 41)
(10, 11) (11, 13) (26, 44) (35, 45)
(10, 11) (11, 13) (26, 44) (35, 38)
(10, 11) (11, 13) (26, 44) (36, 37)
(10, 11) (11, 13) (26, 44) (38, 36)
(10, 11) (11, 13) (26, 44) (50, 46)
(10, 11) (11, 13) (26, 44) (50, 46)
(10, 11) (11, 13) (26, 44) (47, 41)
(10, 11) (11, 13) (26, 44) (37, 33)
(10, 11) (11, 13) (26, 44) (42, 36)
(10, 11) (11, 13) (26, 44) (38, 32)
(10, 11) (11, 13) (26, 44) (44, 33)
(10, 11) (11, 13) (26, 44) (45, 33)
(10, 11) (11, 13) (26, 44) (38, 29)
(10, 11) (11, 13) (26, 44) (37, 28)
(10, 11) (11, 13) (26, 44) (50, 29)
(10, 11) (11, 13) (26, 44) (34, 26)
(10, 11) (11, 13) (26, 44) (34, 25)
(10, 11) (11, 13) (26, 44) (35, 25)
(10, 11) (11, 13) (26, 44) (48, 22)
(10, 11) (11, 13) (26, 44) (31, 24)
(10, 11) (11, 13) (26, 44) (44, 20)
(10, 11) (11, 13) (26, 44) (42, 20)
(10, 11) (11, 13) (26, 44) (36, 19)
(10, 11) (11, 13) (26, 44) (45, 13)
(10, 11) (11, 13) (26, 44) (34, 19)
(10, 11) (11, 13) (26, 44) (50, 8)
(10, 11) (11, 13) (26, 44) (47, 6)
(10, 11) (11, 13) (26, 44) (33, 18)
(10, 11) (11, 13) (26, 44) (43, 6)
(10, 11) (11, 13) (26, 44) (37, 12)
(10, 11) (11, 13) (26, 44) (38, 9)
(10, 11) (11, 13) (26, 44) (42, 4)
(10, 11) (11, 13) (26, 44) (33, 15)
(10, 11) (11, 13) (26, 44) (34, 11)
(10, 11) (11, 13) (26, 44) (33, 12)
(10, 11) (11, 13) (26, 44) (35, 3)
(10, 11) (11, 13) (26, 44) (33, 3)
(10, 11) (11, 13) (26, 44) (30, 7)
(10, 11) (11, 13) (26, 44) (29, 2)
(10, 11) (11, 13) (26, 44) (27, 3)
(10, 11) (11, 13) (26, 44) (27, 2)
(10, 11) (11, 13) (26, 44) (25, 6)
(10, 11) (11, 13) (26, 44) (25, 6)
(10, 11) (11, 13) (26, 44) (23, 12)
(10, 11) (11, 13) (26, 44) (24, 20)
(10, 11) (11, 13) (26, 44) (21, 10)
(10, 11) (11, 13) (26, 44) (19, 4)
(10, 11) (11, 13) (26, 44) (24, 22)
(10, 11) (11, 13) (26, 44) (13, 7)
(10, 11) (11, 13) (26, 44) (19, 16)
(10, 11) (11, 13) (26, 44) (15, 12)
(10, 11) (11, 13) (26, 44) (8, 3)
(10, 11) (11, 13) (26, 44) (5, 0)
(10, 11) (11, 13) (26, 44) (4, 2)
(10, 11) (11, 13) (26, 44) (10, 9)
(10, 11) (11, 13) (26, 36) (29, 48)
(10, 11) (11, 13) (26, 36) (27, 35)
(10, 11) (11, 13) (26, 36) (31, 41)
(10, 11) (11, 13) (26, 36) (35, 45)
(10, 11) (11, 13) (26, 36) (35, 38)
(10, 11) (11, 13) (26, 36) (36, 37)
(10, 11) (11, 13) (26, 36) (38, 36)
(10, 11) (11, 13) (26, 36) (50, 46)
(10, 11) (11, 13) (26, 36) (50, 46)
(10, 11) (11, 13) (26, 36) (47, 41)
(10, 11) (11, 13) (26, 36) (37, 33)
(10, 11) (11, 13) (26, 36) (42, 36)
(10, 11) (11, 13) (26, 36) (38, 32)
(10, 11) (11, 13) (26, 36) (44, 33)
(10, 11) (11, 13) (26, 36) (45, 33)
(10, 11) (11, 13) (26, 36) (38, 29)
(10, 11) (11, 13) (26, 36) (37, 28)
(10, 11) (11, 13) (26, 36) (50, 29)
(10, 11) (11, 13) (26, 36) (34, 26)
(10, 11) (11, 13) (26, 36) (34, 25)
(10, 11) (11, 13) (26, 36) (35, 25)
(10, 11) (11, 13) (26, 36) (48, 22)
(10, 11) (11, 13) (26, 36) (31, 24)
(10, 11) (11, 13) (26, 36) (44, 20)
(10, 11) (11, 13) (26, 36) (42, 20)
(10, 11) (11, 13) (26, 36) (36, 19)
(10, 11) (11, 13) (26, 36) (45, 13)
(10, 11) (11, 13) (26, 36) (34, 19)
(10, 11) (11, 13) (26, 36) (50, 8)
(10, 11) (11, 13) (26, 36) (47, 6)
(10, 11) (11, 13) (26, 36) (33, 18)
(10, 11) (11, 13) (26, 36) (43, 6)
(10, 11) (11, 13) (26, 36) (37, 12)
(10, 11) (11, 13) (26, 36) (38, 9)
(10, 11) (11, 13) (26, 36) (42, 4)
(10, 11) (11, 13) (26, 36) (33, 15)
(10, 11) (11, 13) (26, 36) (34, 11)
(10, 11) (11, 13) (26, 36) (33, 12)
(10, 11) (11, 13) (26, 36) (35, 3)
(10, 11) (11, 13) (26, 36) (33, 3)
(10, 11) (11, 13) (26, 36) (30, 7)
(10, 11) (11, 13) (26, 36) (29, 2)
(10, 11) (11, 13) (26, 36) (27, 3)
(10, 11) (11, 13) (26, 36) (27, 2)
(10, 11) (11, 13) (26, 36) (25, 6)
(10, 11) (11, 13) (26, 36) (25, 6)
(10, 11) (11, 13) (26, 36) (23, 12)
(10, 11) (11, 13) (26, 36) (24, 20)
(10, 11) (11, 13) (26, 36) (21, 10)
(10, 11) (11, 13) (26, 36) (19, 4)
(10, 11) (11, 13) (26, 36) (24, 22)
(10, 11) (11, 13) (26, 36) (13, 7)
(10, 11) (11, 13) (26, 36) (19, 16)
(10, 11) (11, 13) (26, 36) (15, 12)
(10, 11) (11, 13) (26, 36) (8, 3)
(10, 11) (11, 13) (26, 36) (5, 0)
(10, 11) (11, 13) (26, 36) (4, 2)
(10, 11) (11, 13) (26, 36) (10, 9)
(10, 11) (11, 13) (28, 44) (27, 35)
(10, 11) (11, 13) (28, 44) (31, 41)
(10, 11) (11, 13) (28, 44) (35, 45)
(10, 11) (11, 13) (28, 44) (35, 38)
(10, 11) (11, 13) (28, 44) (36, 37)
(10, 11) (11, 13) (28, 44) (38, 36)
(10, 11) (11, 13) (28, 44) (50, 46)
(10, 11) (11, 13) (28, 44) (50, 46)
(10, 11) (11, 13) (28, 44) (47, 41)
(10, 11) (11, 13) (28, 44) (37, 33)
(10, 11) (11, 13) (28, 44) (42, 36)
(10, 11) (11, 13) (28, 44) (38, 32)
(10, 11) (11, 13) (28, 44) (44, 33)
(10, 11) (11, 13) (28, 44) (45, 33)
(10, 11) (11, 13) (28, 44) (38, 29)
(10, 11) (11, 13) (28, 44) (37, 28)
(10, 11) (11, 13) (28, 44) (50, 29)
(10, 11) (11, 13) (28, 44) (34, 26)
(10, 11) (11, 13) (28, 44) (34, 25)
(10, 11) (11, 13) (28, 44) (35, 25)
(10, 11) (11, 13) (28, 44) (48, 22)
(10, 11) (11, 13) (28, 44) (31, 24)
(10, 11) (11, 13) (28, 44) (44, 20)
(10, 11) (11, 13) (28, 44) (42, 20)
(10, 11) (11, 13) (28, 44) (36, 19)
(10, 11) (11, 13) (28, 44) (45, 13)
(10, 11) (11, 13) (28, 44) (34, 19)
(10, 11) (11, 13) (28, 44) (50, 8)
(10, 11) (11, 13) (28, 44) (47, 6)
(10, 11) (11, 13) (28, 44) (33, 18)
(10, 11) (11, 13) (28, 44) (43, 6)
(10, 11) (11, 13) (28, 44) (37, 12)
(10, 11) (11, 13) (28, 44) (38, 9)
(10, 11) (11, 13) (28, 44) (42, 4)
(10, 11) (11, 13) (28, 44) (33, 15)
(10, 11) (11, 13) (28, 44) (34, 11)
(10, 11) (11, 13) (28, 44) (33, 12)
(10, 11) (11, 13) (28, 44) (35, 3)
(10, 11) (11, 13) (28, 44) (33, 3)
(10, 11) (11, 13) (28, 44) (30, 7)
(10, 11) (11, 13) (28, 44) (29, 2)
(10, 11) (11, 13) (28, 44) (27, 3)
(10, 11) (11, 13) (28, 44) (27, 2)
(10, 11) (11, 13) (28, 44) (25, 6)
(10, 11) (11, 13) (28, 44) (25, 6)
(10, 11) (11, 13) (28, 44) (23, 12)
(10, 11) (11, 13) (28, 44) (24, 20)
(10, 11) (11, 13) (28, 44) (21, 10)
(10, 11) (11, 13) (28, 44) (19, 4)
(10, 11) (11, 13) (28, 44) (24, 22)
(10, 11) (11, 13) (28, 44) (13, 7)
(10, 11) (11, 13) (28, 44) (19, 16)
(10, 11) (11, 13) (28, 44) (15, 12)
(10, 11) (11, 13) (28, 44) (8, 3)
(10, 11) (11, 13) (28, 44) (5, 0)
(10, 11) (11, 13) (28, 44) (4, 2)
(10, 11) (11, 13) (28, 44) (10, 9)
(10, 11) (11, 13) (29, 49) (31, 41)
(10, 11) (11, 13) (29, 49) (35, 45)
(10, 11) (11, 13) (29, 49) (35, 38)
(10, 11) (11, 13) (29, 49) (36, 37)
(10, 11) (11, 13) (29, 49) (38, 36)
(10, 11) (11, 13) (29, 49) (50, 46)
(10, 11) (11, 13) (29, 49) (50, 46)
(10, 11) (11, 13) (29, 49) (47, 41)
(10, 11) (11, 13) (29, 49) (37, 33)
(10, 11) (11, 13) (29, 49) (42, 36)
(10, 11) (11, 13) (29, 49) (38, 32)
(10, 11) (11, 13) (29, 49) (44, 33)
(10, 11) (11, 13) (29, 49) (45, 33)
(10, 11) (11, 13) (29, 49) (38, 29)
(10, 11) (11, 13) (29, 49) (37, 28)
(10, 11) (11, 13) (29, 49) (50, 29)
(10, 11) (11, 13) (29, 49) (34, 26)
(10, 11) (11, 13) (29, 49) (34, 25)
(10, 11) (11, 13) (29, 49) (35, 25)
(10, 11) (11, 13) (29, 49) (48, 22)
(10, 11) (11, 13) (29, 49) (31, 24)
(10, 11) (11, 13) (29, 49) (44, 20)
(10, 11) (11, 13) (29, 49) (42, 20)
(10, 11) (11, 13) (29, 49) (36, 19)
(10, 11) (11, 13) (29, 49) (45, 13)
(10, 11) (11, 13) (29, 49) (34, 19)
